LIMIT_BAL,AGE,INCOME,UTILIZATION,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,risk_level
577466,52,196154,0.17,6,5,4,6,5,6,399864,51620,54109,130201,192502,197315,107322,12558,27499,65395,78582,111733,2
606119,53,36633,0.35,-1,5,8,5,0,6,102410,19068,125338,88907,496019,263521,121219,11165,96536,165528,63421,192377,1
183248,32,183033,0.67,7,-2,8,-1,7,1,477689,38348,325765,245640,329421,73378,115455,130913,12679,194639,100398,110240,1
153306,45,40368,0.18,4,7,7,4,8,8,269839,292435,420796,249007,92119,128401,167199,184756,118832,128813,87623,53496,2
214726,19,42045,0.71,1,7,6,-2,0,3,108351,223160,52927,459630,361324,479103,35249,199969,129307,185960,173159,162819,2
828580,22,199259,0.01,7,8,5,1,2,6,416654,452268,362831,147472,8900,460179,157590,127228,115655,87446,5464,152977,2
994131,24,191207,0.37,0,-1,7,1,-2,3,295601,403086,495615,325084,48344,391418,176899,146054,188790,61313,56210,68196,1
757910,39,84919,0.47,3,-1,7,0,4,3,395707,285341,50303,180532,347142,319956,117119,54195,134321,97901,123386,85877,1
424169,66,124390,0.1,3,5,7,-2,0,7,123846,365712,69722,489313,4931,492863,104897,70274,76507,178432,24943,149395,2
750270,48,106881,0.68,5,1,5,8,4,7,59534,442773,438635,108742,197998,139359,151069,101432,51319,98221,161553,59745,1
140417,49,76261,0.1,3,0,5,5,-1,1,499376,451737,423601,229143,2361,449495,185203,156699,91555,73298,124685,62004,2
763611,25,70464,0.09,7,6,0,-2,6,5,377117,162444,64837,230772,69704,135640,104927,31257,86716,112080,71634,86043,2
478638,58,116454,0.37,-2,2,7,3,7,5,66022,85200,44961,378042,82583,434194,171189,132636,54094,73284,18723,160298,1
61984,59,142046,0.74,2,-1,-1,4,2,3,222140,218827,427084,336091,370756,221865,173456,43933,83823,49130,127614,185925,2
139312,28,166814,0.96,4,8,3,2,5,1,153821,468398,366869,162703,164327,98905,9352,163961,30183,179888,42465,11697,2
242458,18,169322,0.78,0,7,-1,1,3,5,236341,13045,188685,85979,301564,160378,168781,83888,92568,159142,83237,113158,2
133291,64,148649,0.47,7,-1,0,3,0,4,28061,99273,154739,209276,467927,268307,88412,31917,125289,119407,177085,32099,1
843567,57,150377,0.27,6,2,0,6,3,-1,293228,230141,48503,284992,322244,266779,11061,97856,90161,197575,123070,173315,2
574608,36,68202,0.3,0,-2,2,5,8,6,134665,419092,223437,26820,240325,431747,44027,138274,103375,136333,78638,4519,1
537387,61,107276,0.28,7,5,2,1,-1,6,102132,319160,493341,165851,344434,191552,101554,8331,150160,52734,47996,75787,2
727044,55,161023,0.28,3,2,8,1,0,2,489437,205104,92736,486703,497969,132323,38779,17364,139292,147956,64093,132367,2
925206,59,165604,0.07,-1,3,-1,5,8,1,378860,52241,477891,17136,194095,148997,194668,16689,80361,178058,6878,85138,0
465105,54,93138,0.22,1,4,3,-1,8,7,406242,465540,114326,38020,317591,269214,4849,189520,26503,27895,72571,101895,1
801209,24,103074,0.11,-1,4,2,5,2,7,150794,309681,96760,74534,204832,136750,142406,110858,1825,186709,177073,49214,0
410215,56,55828,0.01,6,4,7,1,-2,6,58386,272028,408553,99947,416143,376038,48117,102446,65594,83529,124356,118782,2
754259,42,33330,0.29,-1,8,3,6,-1,8,204031,77096,293648,435958,464319,460760,83301,57648,52813,112337,126539,158465,0
305083,39,159314,0.35,5,6,-1,1,4,0,100598,258091,346873,361535,82455,166552,141302,82883,69545,140949,100482,119229,1
978274,44,49340,0.93,1,6,3,2,6,-2,162592,360261,181761,297973,383966,278579,140874,182065,135765,139714,91153,86351,2
684151,58,109468,0.99,8,3,4,5,6,7,340441,332043,40222,169991,199089,405177,90044,130121,171438,21652,28176,48325,2
91777,64,75989,0.58,-1,2,5,6,4,6,346972,335898,128013,43037,286555,396938,185401,55798,55092,76302,153669,40826,1
96250,55,28823,0.9,4,5,5,-2,2,4,141531,284791,417191,64608,394934,19981,174390,105705,129521,55495,136955,19320,2
909466,65,97119,0.62,8,2,-2,7,6,3,265847,342826,474547,116460,186663,301859,104188,32824,79368,79160,64986,165065,1
941372,56,132065,0.5,1,0,7,3,7,4,127165,473082,112313,46640,192067,384383,92835,70614,141054,188205,119953,161096,1
352274,32,84604,0.04,6,1,-2,-2,0,4,332523,252401,442884,220609,469199,117897,45952,156512,144270,124387,78180,91314,2
525147,19,23281,0.04,-1,6,0,1,1,6,202107,189619,19890,261824,235604,88325,95634,37342,170280,16450,154141,172637,0
754706,25,86734,0.03,8,0,7,-1,2,5,477340,154986,487556,249405,362402,168382,191641,187758,22114,121053,89342,73973,2
970041,61,102951,0.15,5,2,5,0,3,3,20430,193746,305449,251702,311537,435151,155896,61946,4060,127291,137752,53660,2
790122,60,56051,0.08,-2,6,3,7,2,8,327604,448572,136394,444970,23636,302530,148639,95040,120537,178651,93788,86334,0
65216,23,107215,0.19,7,1,-1,7,4,4,106738,308022,362233,11331,345415,351624,33913,68214,93607,52195,82673,102192,2
396293,37,145226,0.52,1,1,1,0,-2,6,289415,283178,348986,187247,352054,464235,175482,134234,183654,42014,174815,171078,1
577297,44,72283,0.5,0,-2,0,6,8,8,496295,61121,45283,296408,233570,392583,166753,65627,82320,119874,164365,57819,1
926336,62,74309,0.34,6,7,8,-2,1,7,101288,370533,57813,98166,23646,314431,68662,17175,54621,170913,97899,126070,1
734687,40,158420,0.67,1,-1,4,6,8,-1,470855,19265,106653,197779,270519,199212,154770,137180,33011,136990,103238,23589,1
195281,65,78335,0.39,2,-2,0,-1,-1,-1,307081,56169,420636,496446,142856,167794,55279,16482,160955,35244,153097,13074,1
753803,57,58124,0.22,7,0,2,0,5,5,334827,467579,205585,460339,300345,346180,102680,69799,32222,87161,35979,143916,2
589317,34,97509,0.69,0,-1,5,-1,5,0,319702,452805,88566,243619,431574,442702,126476,10409,91771,184883,183953,60292,1
510829,30,142211,0.98,8,1,-2,3,2,-1,427622,150794,469040,497188,185832,105235,21862,164125,174171,62042,93589,114969,2
784803,21,139960,0.81,-1,0,6,8,6,3,143491,136731,87431,407320,403984,160152,142423,102967,126519,177541,53993,199187,2
238069,37,100558,0.41,5,0,0,1,5,0,272027,343642,332197,285372,365,67772,144181,129081,198207,143977,168874,128800,1
414315,59,67466,0.38,6,5,3,3,8,0,472217,127019,474607,175668,328065,57813,67106,119495,116028,17506,20,63138,1
164456,42,196009,0.04,5,0,0,1,5,3,139711,378049,445551,100303,24229,204902,42640,104991,181740,178295,122337,70701,2
374703,39,39459,0.66,0,8,7,7,-2,7,125256,248664,329995,315238,48916,207588,116300,64141,124156,80316,191775,134273,1
901324,69,60076,0.22,-2,2,8,6,-2,5,257696,81682,420057,259437,450105,237869,95676,164368,179351,158242,161499,96362,0
906841,65,25080,0.68,-1,5,7,-1,7,-1,12025,462126,454345,361481,392661,138136,153602,34337,170102,22132,185739,41972,1
976139,34,182885,0.76,8,2,2,0,0,8,480247,90171,286791,26203,198031,232831,31256,48006,956,157043,28070,114118,2
869497,57,35168,0.88,4,4,3,7,3,-2,144757,481817,270227,339348,102473,251230,150130,1440,120752,32739,85171,53240,2
816759,28,98097,0.55,6,7,2,-2,6,5,453954,392514,492531,179481,101387,435375,90854,60103,31256,119939,166098,150148,1
432688,42,46892,0.83,-1,2,-2,8,-2,3,136951,362466,459336,356628,314010,33434,17431,119957,107838,117754,93878,112108,2
419484,22,149037,0.72,3,7,6,4,4,6,471934,209964,264111,411853,284248,177181,134369,198520,182347,2767,96240,126546,2
83783,38,47438,0.35,6,5,-2,7,1,-1,494463,299222,444390,379880,7227,334437,186028,127339,56190,87003,2225,24886,1
84152,43,154565,0.11,7,2,0,1,-1,0,107867,393261,112780,66572,222386,304518,133391,163687,66730,108568,2106,34726,2
633029,33,191900,0.24,1,-1,7,7,6,2,181157,115130,474556,324263,222788,241216,192156,163994,145700,24423,119399,3076,1
943481,57,118467,0.84,2,6,4,1,-1,-1,168078,515,205328,56745,419005,482898,104674,157705,160964,27115,184489,105423,2
494718,38,173963,0.53,8,8,2,3,-1,0,197754,325271,281370,334087,37647,110868,87527,507,109283,50784,156554,114927,1
603380,65,55955,0.67,5,3,2,5,4,6,218308,99200,178102,277999,204975,150021,167669,54870,183294,5978,105256,170923,1
198725,49,126010,0.81,2,1,5,6,1,4,314106,403249,114483,79179,376570,109479,109785,40224,193619,163865,138806,90948,2
541215,21,162517,0.67,2,2,6,-1,7,-2,468987,54452,251832,154277,313548,40596,72924,170697,57837,132743,145739,190968,1
804924,55,48625,0.86,8,8,8,5,8,3,320360,338815,92388,404042,201681,63481,189745,111596,154488,1115,138663,48355,2
221541,25,98260,0.09,1,7,0,7,0,-1,329542,189400,80099,436993,250493,57518,18503,99123,58770,97644,143080,138441,1
828424,26,40393,0.9,4,5,1,6,4,7,253093,361134,173925,449791,405559,354248,86539,42127,141682,82594,47844,86599,2
398627,62,173755,0.81,0,0,0,4,6,6,336112,260379,338958,220829,79315,451845,154923,193800,35710,155059,82774,47999,2
958017,34,36399,0.9,2,0,5,3,5,7,376344,252505,43277,80174,275088,157279,86098,157743,137655,120003,52745,175806,2
371898,58,166108,0.73,5,4,1,7,7,0,269739,91596,260830,394863,378337,299298,24982,10084,39040,4533,182480,102639,2
735338,30,132991,0.27,6,-2,1,8,8,-2,310373,366577,25217,34537,64569,354499,180774,33625,63692,69311,127209,166741,2
137592,26,64941,0.11,4,6,7,3,3,1,346379,13194,620,82253,184370,150788,65192,119255,70137,113680,47994,72430,2
406687,23,41656,0.13,4,6,7,3,7,4,69405,346523,61642,333758,178574,411831,19415,177870,1503,166348,145172,67720,2
93169,44,179420,0.5,4,-1,3,6,4,8,104620,442485,433192,356089,427426,150777,46643,191252,139713,73562,160189,17740,1
491503,59,172689,0.39,-2,1,1,1,8,0,250851,303744,65863,344433,181551,25170,172506,149389,154510,131955,161179,168230,1
104745,54,187383,0.65,8,6,2,3,-2,2,205699,257366,426733,118364,161058,194055,123986,23348,179897,147475,161943,15609,1
684456,56,115606,0.5,6,1,8,5,5,1,42205,437850,314573,422439,49876,278632,128246,33678,178969,49834,131320,89331,1
688273,60,114377,0.13,0,5,8,8,3,6,187196,102829,241511,209328,331484,326274,158346,165899,56825,389,70715,137056,0
841975,41,123527,0.0,7,0,6,-1,7,4,3599,481376,400889,466103,178944,431283,125291,160856,48790,479,50004,84990,2
761752,26,46766,0.13,1,1,4,4,7,6,180277,429270,404884,290135,162094,107928,120493,127513,98409,161911,19550,43533,1
71067,59,88097,0.15,2,-2,6,-2,-2,0,47032,3098,225688,478068,499703,426060,66081,63876,167378,40744,112837,79484,1
101033,28,145929,0.72,7,1,6,-1,-2,8,96063,460830,60165,298114,71626,86277,82720,88940,71841,191173,74575,100189,2
95256,52,125864,0.29,2,3,2,-2,4,1,236356,40232,227010,97357,284006,2632,163570,115765,122925,162282,98246,121220,1
795993,46,164338,0.09,7,7,1,5,-2,1,30135,471531,260037,187000,361562,177686,189809,69429,86385,116933,121627,37314,2
289455,25,150417,0.76,5,8,0,2,8,3,150447,44270,86449,460664,57859,211183,166973,89230,88982,136320,33734,151050,2
552264,34,163716,0.94,0,8,0,4,6,7,240683,464133,402162,470865,18453,237720,18343,150650,105173,155708,155304,194712,2
250417,24,87583,0.1,1,4,6,8,-2,0,139790,262703,477639,256340,56155,68814,182099,141139,45989,25638,131392,68223,1
989695,29,193603,0.96,3,3,4,-1,7,6,52558,316453,375619,329091,431440,339300,44780,2536,68142,156256,139337,60793,2
136803,65,183569,0.95,8,1,1,3,0,5,147003,234970,384457,265366,491555,285966,109988,186063,51725,180395,58432,44175,2
253814,32,140061,0.52,4,5,-2,-1,0,2,428833,196346,220421,167979,28444,335929,129048,182439,198309,190843,88814,36205,1
168843,46,122590,0.3,1,4,5,5,1,6,203548,128025,303471,362303,494101,432140,135030,88520,74209,191103,178908,189559,1
529809,62,59889,0.14,-1,-2,-1,8,0,8,234577,403005,49714,116009,104,94801,90354,29793,72199,38679,192650,147138,0
603280,67,165992,0.82,-2,-2,5,-2,6,3,50959,475770,71494,384549,139431,354376,57637,125163,115091,142763,152870,102667,2
262603,67,130990,0.6,6,8,8,0,2,3,266176,463202,4905,157269,320700,460437,140273,10362,91842,67759,84171,142211,1
623091,41,84850,0.65,6,6,5,8,6,2,341915,444833,126521,476086,26123,296944,126371,197986,109540,109764,61199,197661,1
422119,54,123519,0.86,3,6,0,6,3,2,388952,30594,313219,31040,330889,2866,112145,141104,185448,92692,115939,148438,2
768837,31,18474,0.44,4,6,5,6,7,5,159089,286005,333374,290568,197046,91894,14810,20327,177298,45571,186868,156716,1
194282,28,102768,0.37,4,5,3,3,1,3,430654,90971,19072,63449,309336,140674,4680,40194,116969,172482,62506,161234,1
526545,52,39039,0.76,-2,6,2,4,-1,8,354291,16385,190433,4236,229528,243427,72197,184639,98168,65788,66570,153162,2
76270,34,29104,0.3,3,-2,2,3,3,1,62801,348329,141095,334379,70007,10402,29874,180378,119300,163120,155328,89263,1
505224,44,143404,0.33,4,-1,-2,-1,3,5,138068,158866,393108,350973,346700,38361,199083,32713,104137,113150,170003,142933,1
972701,61,32786,0.38,5,6,3,0,3,6,405814,318499,184238,482888,218941,206994,29989,97736,48423,182559,123900,12283,1
819217,20,61716,0.86,6,1,1,-2,2,7,315155,209231,390447,373136,284671,97549,65093,93666,39341,130032,176677,106437,2
581740,19,145738,0.78,3,7,4,3,7,0,130051,2309,264553,228900,14125,11471,13476,177586,54326,77137,135493,159427,2
353630,21,190430,0.29,8,8,1,0,5,0,189686,92152,11145,204146,384859,468065,9923,144494,42860,191622,111381,123772,2
64859,35,137914,0.14,-1,2,2,-1,5,-1,188272,84330,124840,89735,52677,192000,82621,80251,100326,75502,117987,92559,0
994740,37,66269,0.39,-2,-2,2,8,1,4,456980,10193,389338,458372,158506,357479,87913,76910,162469,79893,101826,191110,1
999403,38,168265,0.62,8,8,2,-2,1,3,209784,320659,498200,47018,5375,437529,20431,190425,180325,51403,109304,183087,1
606371,31,102950,0.68,8,-1,-2,7,-2,3,84319,52767,185797,157024,486777,492337,39286,23883,107411,153712,180452,98447,1
904140,25,31791,0.2,8,-1,3,3,6,2,188057,158974,106341,345558,159988,23326,100696,30915,29675,46604,47145,165841,2
161462,19,134363,0.25,4,2,3,0,5,6,195066,470479,86906,197951,361642,440452,4068,86006,23883,137237,144280,27736,2
197735,43,93429,0.93,2,2,0,7,7,4,469445,62668,215151,384789,369999,41141,45343,136181,198350,165166,158632,57034,2
929508,36,118807,0.39,5,6,6,0,8,1,155392,133173,230469,185269,143190,386616,41608,160053,86443,18476,151690,121375,1
299737,59,21224,0.31,-2,2,-1,8,4,5,47249,435613,477219,34125,396339,270283,41216,68244,69965,36198,83896,86161,1
331197,45,120909,0.7,4,7,-1,2,8,5,11209,48858,492298,365379,61542,201704,27082,158983,81714,168127,152773,106092,2
192157,46,42685,0.47,-2,5,0,2,1,6,294516,391316,129735,387999,442049,15906,66630,59980,34628,163083,124107,31396,1
998068,22,109045,0.25,6,5,6,5,4,0,11165,88081,253322,103568,408201,274474,38966,69067,65614,183009,11014,90678,2
401889,60,33476,0.41,-1,0,-2,-2,-2,2,498900,171394,319134,86444,417760,76937,94913,96828,87074,149940,138738,170930,1
240167,45,137214,0.14,7,0,-2,-1,5,-2,28865,58462,55920,80467,232906,73495,99589,14092,92731,119170,155538,31938,2
643805,58,91598,0.28,8,0,0,2,0,-2,12309,204973,105753,444733,358574,433455,67451,54280,51045,85103,164409,160436,2
726513,65,122474,0.42,6,2,0,1,4,5,150990,355714,13688,213844,452455,142152,196417,164772,45870,12494,147164,72236,1
186319,43,16484,0.52,7,-2,-1,-1,-2,6,161940,108007,174167,128132,389328,349429,136064,136776,138155,142201,102805,180117,1
978057,22,107526,0.74,3,7,0,4,2,3,282682,424513,66398,77610,110815,39157,35486,71060,171653,126054,140374,60125,2
464027,32,34760,0.38,1,5,1,1,7,4,375575,176121,475435,442840,24691,93030,91238,88677,132354,199981,142494,81758,1
276453,63,21326,0.55,8,2,4,6,5,1,38838,24598,290619,275604,466935,101446,155834,69814,153265,94351,65222,34060,1
973639,26,179306,0.95,1,1,8,4,3,2,33015,470203,65736,356018,313527,196398,130396,113565,84110,171877,97784,15795,2
186645,49,179814,0.82,1,8,0,6,4,-1,375624,281720,45825,325854,425906,249113,40512,36411,133467,193570,127388,185714,2
562035,69,191750,0.24,6,7,7,4,1,3,337378,296269,296761,208682,151518,37095,23647,92278,144258,95792,61784,126024,2
653555,43,139802,0.21,8,0,-2,5,7,-2,66385,388533,487638,456744,497097,313627,479,106070,41967,191792,198590,90369,2
188261,54,85723,0.66,7,-2,5,7,2,-2,85416,332844,179066,455228,328320,337814,199539,180461,13194,158844,67913,19771,1
392221,32,140477,0.6,2,6,6,-1,6,1,342943,106295,28624,364045,125369,474804,181910,123261,92313,186,94172,122728,1
486862,58,127325,0.55,-1,6,6,3,-2,-2,470511,319632,90631,373178,252815,36212,179873,60968,44433,109464,196584,41137,1
388767,21,144778,0.15,1,-1,-1,5,7,1,246778,437890,178964,150707,31885,302048,77144,79414,86359,187482,126898,30973,1
181004,53,29963,0.36,2,2,1,2,1,6,391360,24790,14319,379741,85686,356733,121783,4513,1157,135577,42262,124642,1
555187,37,152310,0.76,0,-1,1,8,6,3,438205,331366,170816,265984,290509,495695,66661,138768,153214,20692,179992,165437,2
103687,44,141197,0.72,-2,5,5,7,1,-2,129124,332260,200424,73141,384411,90611,132137,42748,183328,94469,172232,174071,2
904744,38,193972,0.17,6,8,1,2,8,-1,120002,463893,46607,23548,50572,491796,87705,155081,26957,50020,167446,58781,2
157615,39,75494,0.43,-1,-2,4,2,0,2,395225,425398,470196,364962,173969,101658,44711,83542,16953,153514,185087,44507,1
443120,24,194860,0.44,-2,6,8,-1,-1,6,274826,387545,39026,288558,223333,354849,42728,5253,27426,76419,136858,151469,1
601852,64,56328,0.51,5,2,5,-2,1,0,232112,219642,135072,285058,419698,310637,25947,182966,53206,171452,16499,16485,1
865267,48,76790,0.46,-1,4,-1,2,3,5,223190,218628,271873,326043,116074,132378,23651,185607,148607,106036,67913,139643,1
581985,34,127962,0.5,4,0,2,7,1,-1,319143,261342,64161,197334,465254,457436,80949,4358,98291,1295,174608,192226,1
654453,67,158877,0.81,-2,3,-2,8,6,6,429673,23794,464691,257338,32075,351196,125208,158608,24026,103908,167611,1335,2
779282,24,101037,0.39,5,6,2,2,3,1,122198,50655,292857,486009,295926,430142,160079,103942,117621,105713,163962,71409,1
984550,36,173403,0.55,-2,6,0,3,1,6,388608,218671,63828,55404,146754,273869,82412,72512,77163,5651,40353,167531,1
632111,45,89860,0.61,2,7,-2,6,-1,-1,475835,285320,196348,48032,243467,271948,165446,159552,55610,41430,34546,130055,1
583903,27,55632,0.94,7,-2,5,3,2,-1,54958,278469,416394,78289,8792,66854,136385,173524,172957,104783,159527,99424,2
556554,44,131167,0.65,8,-1,5,3,7,0,259261,202522,49787,187889,302561,266943,172816,23330,49360,58602,118741,172877,1
972564,30,102268,0.13,4,7,-1,3,8,5,403214,323996,270835,217656,138946,273532,16058,128825,172857,88969,103393,59845,2
966931,19,159297,0.58,4,2,4,-1,7,8,349588,373783,73941,360326,444608,422637,142206,89287,23801,149007,75874,77418,1
650724,39,198290,0.66,-2,2,-1,-1,-1,1,19953,453451,342893,321377,12335,297329,82694,192337,130436,142424,108651,48567,1
765879,37,54859,0.01,4,5,5,2,-2,3,445396,134382,350952,15484,311585,483074,79990,64746,105218,75233,132434,114681,2
432706,60,41496,0.08,-2,8,8,6,1,5,409981,289288,273821,33518,33250,78753,157430,93652,2176,2659,176013,154730,0
907549,22,99392,0.02,0,2,0,1,0,4,119183,63341,120958,214490,318592,171810,181098,8584,108188,1267,527,179240,0
609070,23,15958,0.05,-1,8,7,3,-2,0,454056,344340,159558,150180,45102,232255,39115,154345,39712,161873,142035,49989,0
128533,52,108399,0.09,-1,3,8,-1,8,6,456540,145746,119951,189488,204786,24656,87399,171359,88950,145972,166024,178351,0
290011,18,138951,0.96,-1,-2,-2,4,1,0,397716,379959,348871,100899,390551,104120,89861,161162,93594,21481,64467,168980,2
239327,52,98408,0.21,5,3,2,-1,4,4,456678,434585,323396,420161,103760,385918,171285,116771,114167,162639,91498,98140,2
555168,20,101687,0.2,0,1,6,8,3,4,305644,394641,281034,411280,474576,140221,174065,51080,53048,146849,126091,125417,0
122684,53,164389,0.86,1,7,2,-1,4,2,29330,207648,355839,278017,356142,342928,105292,115529,8928,82969,1908,159098,2
500134,24,28584,0.75,8,7,5,2,0,3,372831,216238,231671,179732,331247,16264,104697,41741,38707,99289,147843,81901,2
831453,46,184567,0.68,8,-2,2,-1,8,1,426228,422394,191519,122290,18957,427882,61997,137625,134555,155995,131910,59074,1
789644,32,172664,0.42,1,1,2,8,4,6,59823,154945,149264,415081,198198,59260,77212,73868,68666,194950,2731,72230,1
915990,28,52917,0.03,3,7,7,3,7,-2,175274,87087,73767,292243,51377,323302,197298,26999,154515,178098,139562,176598,2
266621,35,102672,0.83,1,8,8,2,0,4,90907,267821,283720,416888,498554,485375,26582,146877,172779,51176,117062,143872,2
285295,61,71308,0.86,-2,-2,4,5,3,0,90802,133577,458787,10026,206903,246428,152851,111325,7149,12481,14465,119123,2
917854,21,183814,0.48,-2,5,0,7,3,1,21005,117152,440952,374494,359082,311965,132746,186571,173324,140634,53560,20721,1
825723,41,104010,0.64,-2,6,5,-2,0,-1,298220,251601,173783,46523,402238,144357,145182,36967,199997,2735,45899,112415,1
831712,28,35321,0.48,-1,3,2,3,-1,8,319864,183809,293546,231356,251522,408604,110782,155089,161079,100515,140980,127394,1
992760,23,182101,0.3,4,2,1,8,2,-2,457924,246676,151111,51539,401292,36758,86364,91318,105981,196041,60072,60672,1
997509,68,123798,0.54,0,6,6,0,-1,8,329647,451575,147063,123924,334778,282954,127845,43122,42372,117358,72697,22752,1
843070,35,136534,0.69,4,2,-1,4,1,2,296287,469309,380845,195500,496817,220004,73678,164178,152939,195200,195816,170405,1
873851,32,126349,0.15,4,2,0,6,8,5,100382,131913,497645,332224,164429,47734,194408,49302,163625,72340,53741,9897,2
607665,20,112313,0.53,-2,-2,8,8,5,2,118131,408056,48798,52863,135467,437571,112822,115216,45682,11271,160080,137764,1
680532,34,43858,0.78,8,4,1,4,2,7,320971,83119,16153,40458,236165,27786,129305,52769,22091,125326,49870,58812,2
748476,50,56838,0.48,0,-2,-1,4,2,0,22030,377881,330542,26506,44853,170311,63808,4168,152522,40754,133561,183925,1
787651,51,53336,0.16,1,0,-2,0,6,2,373788,94931,256512,277547,220773,54802,76167,160247,43148,108158,159922,150580,1
597670,47,79597,0.87,-2,0,7,-1,7,0,86248,271888,353585,151913,282394,461254,8811,174572,131056,188106,22387,113688,2
820663,36,150840,0.67,5,-1,2,7,7,5,450720,446785,177078,138632,384745,58856,5534,173148,89895,175228,10050,40832,1
761423,26,126467,0.63,2,3,5,-1,6,0,285712,495056,430769,287647,152673,90108,165369,47275,184036,140112,72941,119960,1
203466,57,133901,0.65,5,7,2,-2,6,4,436145,166773,49445,228842,117205,392796,132743,125537,129720,112555,32063,158822,1
904221,61,20177,0.25,3,0,7,6,0,4,105885,86551,10154,458252,352508,106582,110857,126245,6721,149704,177018,182098,2
284318,48,177833,0.49,3,4,4,2,6,3,399809,387530,283212,132344,228707,374918,139006,147539,63498,55678,179429,69156,1
422778,44,88582,0.33,6,1,7,5,-1,4,248585,374554,457243,293167,75972,172792,63331,16524,102647,111548,94327,85328,1
181936,64,196094,0.83,1,8,7,7,7,0,222563,100774,260681,373849,325247,92937,152810,160190,83931,115648,97379,79523,2
936004,42,177955,0.59,6,0,0,1,7,1,353470,148651,203348,175347,329510,318347,15748,12257,52490,84461,49851,105428,1
981170,24,152673,0.72,3,0,7,4,8,4,348112,355733,274062,461939,395566,122219,135695,182543,127022,53865,127629,52759,2
697952,65,89433,0.66,6,1,-2,-1,5,5,298643,179690,419684,8825,192545,298777,178509,19597,98212,70961,103056,53504,1
726315,24,165145,0.48,-1,1,8,0,5,1,477088,337229,475898,222345,425953,225800,18767,127454,175768,124912,18138,153773,1
422818,37,71261,0.8,-1,4,-2,0,1,8,149877,272430,373708,280198,291620,388474,22423,9766,79626,43963,140169,199931,2
153533,61,189291,0.62,8,4,6,7,2,2,202626,10432,175376,245910,463930,10593,130407,52343,32515,34212,13443,194484,1
918277,66,19581,0.23,-2,7,7,5,4,0,474360,336804,396529,380652,452822,100763,10363,82638,195851,69341,117547,159481,0
297997,60,136975,0.29,6,5,6,4,-1,6,393567,388402,407402,394992,89152,4112,177070,58609,52000,182764,22447,95940,2
119590,53,54802,0.83,8,1,2,6,1,-2,26126,73688,485039,446386,57678,45125,185742,54526,148408,137961,98562,495,2
439919,36,139457,0.94,3,-2,4,1,-1,3,73612,191654,6935,25120,133422,238329,186575,155729,32460,160754,150208,194913,2
378615,19,44698,0.55,1,0,3,0,2,-1,31921,390247,291690,37191,463739,307347,58652,160022,38375,53632,57299,130535,1
553692,51,66119,0.39,8,8,6,-2,7,6,130766,147300,275395,444851,408822,57921,61445,24360,57134,60632,173009,181160,1
531530,34,75393,0.63,6,-2,2,7,7,0,132893,310949,175135,292832,109984,41416,998,180744,136300,164850,102753,120352,1
565795,41,20080,0.48,2,8,0,4,6,2,15669,282446,88763,235093,234447,162133,62177,102062,148419,42302,90981,139951,1
355442,26,79652,0.84,3,7,-2,5,8,4,221703,477147,56962,364663,172179,217104,19693,50807,162397,71018,180067,126799,2
506324,18,83664,0.83,-2,5,8,7,4,5,146531,133373,192051,238895,234919,497253,190715,40265,29761,102017,99222,157514,2
294936,59,135023,0.46,8,6,-1,5,8,-1,221567,383944,91296,331859,316986,32555,58850,85837,68935,55943,168914,80192,1
623212,45,77577,0.8,5,-1,7,4,7,4,484542,334311,105898,379008,425735,33964,5256,29555,58532,50585,189986,2889,2
459925,32,168278,0.19,8,-1,5,5,-1,7,428108,382849,120968,124466,139083,213884,196576,185035,111342,129815,63782,83339,2
59726,38,176522,0.37,4,5,-1,7,7,3,58892,7531,330165,425668,115328,321325,155622,117306,78379,43075,176107,19152,1
241896,32,93117,0.08,7,3,0,-2,-1,8,291639,159826,297396,108113,148039,68705,71291,198524,43382,25741,62753,88082,2
90542,40,129490,0.81,0,-1,5,7,3,-1,277193,54224,55221,103080,206519,248824,10073,34153,147967,94517,59772,196202,2
463461,19,137907,0.98,8,7,8,5,2,-1,43775,323094,186365,65728,72796,167719,73534,72541,146860,54740,196402,176299,2
84753,63,59569,0.58,2,2,-1,-1,-1,5,104680,154625,404373,408050,254462,288946,103211,98477,52297,46530,44287,87348,1
916220,53,24811,0.77,6,3,1,2,3,6,406854,366077,137089,396768,38485,125067,143006,119549,121342,167274,65903,157606,2
333460,67,196568,0.4,0,3,4,0,8,2,205390,170124,433662,467068,27832,295004,185878,73337,151039,194795,50318,55739,1
283979,26,92641,0.56,5,7,2,3,0,-2,3983,222695,371549,412136,17155,90293,59488,138204,103583,111640,149592,103701,1
658986,19,108897,0.35,1,4,1,2,2,4,274609,42153,211856,304061,379762,63847,149135,134778,131372,154798,96957,191763,1
328104,19,101588,0.7,6,1,1,3,8,3,33556,123955,57330,292544,353608,403903,131246,136447,93989,177332,137376,15817,2
80791,35,158032,0.25,6,0,5,2,8,2,237348,46199,375276,106929,320696,7086,46360,20966,145967,83713,168359,72048,2
337360,34,141709,0.15,3,0,-2,5,4,5,377569,426438,449698,18600,412993,472149,11630,97385,123853,44048,58987,125171,2
